Transaction_Date,Sale_Amount,Store_Location,State,Territory_Manager
2025-03-18,76.53,Morristown,New Jersey,Miami Vue
2025-03-18,20.36,Hoboken,New Jersey,Miami Vue
2025-03-18,57.7,Jersey City,New Jersey,Miami Vue
2025-03-18,771.36,Jersey City,New Jersey,Miami Vue
2025-03-18,8.0,New Brunswick,New Jersey,Miami Vue
2025-03-18,7.85,Jersey City,New Jersey,Miami Vue
2025-03-18,52.4,New Brunswick,New Jersey,Miami Vue
2025-03-18,20.36,Passaic,New Jersey,Miami Vue
2025-03-18,9.95,New Brunswick,New Jersey,Miami Vue
2025-03-18,6.85,Newark,New Jersey,Miami Vue
2025-03-18,20.36,Newark,New Jersey,Miami Vue
2025-03-18,2.4,Newark,New Jersey,Miami Vue
2025-03-18,24.33,Newark,New Jersey,Miami Vue
2025-03-18,1275.44,Passaic,New Jersey,Miami Vue
2025-03-18,108.33,Passaic,New Jersey,Miami Vue
2025-03-18,57.12,East Orange,New Jersey,Miami Vue
2025-03-18,77.36,Trenton,New Jersey,Miami Vue
2025-03-18,26.52,East Orange,New Jersey,Miami Vue
2025-03-18,122.21,Atlantic City,New Jersey,Miami Vue
2025-03-18,14.32,East Orange,New Jersey,Miami Vue
2025-03-18,25.0,East Orange,New Jersey,Miami Vue
2025-03-18,57.7,Bar Harbor,Maine,Erbayne Middleton
2025-03-18,701.88,Orono,Maine,Erbayne Middleton
2025-03-18,28.92,Orono,Maine,Erbayne Middleton
2025-03-18,272.24,South Portland,Maine,Erbayne Middleton
2025-03-18,272.24,South Portland,Maine,Erbayne Middleton
2025-03-18,9.45,South Portland,Maine,Erbayne Middleton
2025-03-18,71.74,Atlantic City,New Jersey,Miami Vue
2025-03-18,6.02,Atlantic City,New Jersey,Miami Vue
2025-03-18,57.7,Orono,Maine,Erbayne Middleton
2025-03-18,57.12,Bayonne,New Jersey,Miami Vue
2025-03-18,2.4,Bayonne,New Jersey,Miami Vue
2025-03-18,19.48,Bayonne,New Jersey,Miami Vue
2025-03-18,6.02,Bayonne,New Jersey,Miami Vue
2025-03-18,1275.44,Cape May,New Jersey,Miami Vue
2025-03-18,76.4,Clifton,New Jersey,Miami Vue
2025-03-18,8.0,Clifton,New Jersey,Miami Vue
2025-03-18,26.52,Bayonne,New Jersey,Miami Vue
2025-03-18,1257.12,East Orange,New Jersey,Miami Vue
2025-03-19,144.0,Morristown,New Jersey,Miami Vue
2025-03-19,57.7,Morristown,New Jersey,Miami Vue
2025-03-19,4.32,Morristown,New Jersey,Miami Vue
2025-03-19,752.82,Morristown,New Jersey,Miami Vue
2025-03-19,68.88,Morristown,New Jersey,Miami Vue
2025-03-19,652.9,Montclair,New Jersey,Miami Vue
2025-03-19,7.0,Montclair,New Jersey,Miami Vue
2025-03-19,26.52,Jersey City,New Jersey,Miami Vue
2025-03-19,187.25,Hackensack,New Jersey,Miami Vue
2025-03-19,24.0,Morristown,New Jersey,Miami Vue
2025-03-19,12.12,Montclair,New Jersey,Miami Vue
2025-03-19,20.36,New Brunswick,New Jersey,Miami Vue
2025-03-19,76.86,Vineland,New Jersey,Miami Vue
2025-03-19,75.42,Newark,New Jersey,Miami Vue
2025-03-19,253.4,Newark,New Jersey,Miami Vue
2025-03-19,17.7,Newark,New Jersey,Miami Vue
2025-03-19,8.0,Newark,New Jersey,Miami Vue
2025-03-19,20.36,Passaic,New Jersey,Miami Vue
2025-03-19,112.0,Passaic,New Jersey,Miami Vue
2025-03-19,12.0,Passaic,New Jersey,Miami Vue
2025-03-19,68.88,Vineland,New Jersey,Miami Vue
2025-03-19,15.24,Vineland,New Jersey,Miami Vue
2025-03-19,24.28,Vineland,New Jersey,Miami Vue
2025-03-19,26.52,Vineland,New Jersey,Miami Vue
2025-03-19,57.12,Vineland,New Jersey,Miami Vue
2025-03-19,237.28,Newark,New Jersey,Miami Vue
2025-03-19,12.88,Hackensack,New Jersey,Miami Vue
2025-03-19,9.09,Hackensack,New Jersey,Miami Vue
2025-03-19,1250.96,Hackensack,New Jersey,Miami Vue
2025-03-19,11.0,Bar Harbor,Maine,Erbayne Middleton
2025-03-19,77.36,Hackensack,New Jersey,Miami Vue
2025-03-19,24.33,Bar Harbor,Maine,Erbayne Middleton
2025-03-19,20.36,Bar Harbor,Maine,Erbayne Middleton
2025-03-19,12.0,Bar Harbor,Maine,Erbayne Middleton
2025-03-19,107.06,Bar Harbor,Maine,Erbayne Middleton
2025-03-19,9.09,Kennebunkport,Maine,Erbayne Middleton
2025-03-19,9.09,Kennebunkport,Maine,Erbayne Middleton
2025-03-19,12.88,Kennebunkport,Maine,Erbayne Middleton
2025-03-19,9.45,Kennebunkport,Maine,Erbayne Middleton
2025-03-19,61.14,Kennebunkport,Maine,Erbayne Middleton
2025-03-19,28.69,Orono,Maine,Erbayne Middleton
2025-03-19,39.72,Bar Harbor,Maine,Erbayne Middleton
2025-03-19,272.24,Orono,Maine,Erbayne Middleton
2025-03-19,336.48,Orono,Maine,Erbayne Middleton
2025-03-19,7.0,East Orange,New Jersey,Miami Vue
2025-03-19,6.02,Bayonne,New Jersey,Miami Vue
2025-03-19,28.69,Bayonne,New Jersey,Miami Vue
2025-03-19,24.33,Atlantic City,New Jersey,Miami Vue
2025-03-19,40.55,East Orange,New Jersey,Miami Vue
2025-03-19,107.06,Atlantic City,New Jersey,Miami Vue
2025-03-19,16.6,South Portland,Maine,Erbayne Middleton
2025-03-19,9.09,South Portland,Maine,Erbayne Middleton
2025-03-19,7.85,Orono,Maine,Erbayne Middleton
2025-03-19,144.4,Orono,Maine,Erbayne Middleton
2025-03-19,57.7,Atlantic City,New Jersey,Miami Vue
2025-03-20,7.85,Jersey City,New Jersey,Miami Vue
2025-03-20,8.0,Hackensack,New Jersey,Miami Vue
2025-03-20,107.06,Hoboken,New Jersey,Miami Vue
2025-03-20,66.0,Hoboken,New Jersey,Miami Vue
2025-03-20,9.09,Jersey City,New Jersey,Miami Vue
2025-03-20,2.4,Jersey City,New Jersey,Miami Vue
2025-03-20,20.36,Jersey City,New Jersey,Miami Vue
2025-03-20,12.12,Jersey City,New Jersey,Miami Vue
2025-03-20,12.15,Jersey City,New Jersey,Miami Vue
2025-03-20,48.0,Montclair,New Jersey,Miami Vue
2025-03-20,14.32,Morristown,New Jersey,Miami Vue
2025-03-20,66.0,Montclair,New Jersey,Miami Vue
2025-03-20,50.96,Montclair,New Jersey,Miami Vue
2025-03-20,30.62,Morristown,New Jersey,Miami Vue
2025-03-20,74.28,Morristown,New Jersey,Miami Vue
2025-03-20,57.7,Morristown,New Jersey,Miami Vue
2025-03-20,20.36,Morristown,New Jersey,Miami Vue
2025-03-20,5.24,Newark,New Jersey,Miami Vue
2025-03-20,2.88,Newark,New Jersey,Miami Vue
2025-03-20,30.16,Passaic,New Jersey,Miami Vue
2025-03-20,17.7,Montclair,New Jersey,Miami Vue
2025-03-20,10.16,Hackensack,New Jersey,Miami Vue
2025-03-20,6.52,Hackensack,New Jersey,Miami Vue
2025-03-20,7.85,Cape May,New Jersey,Miami Vue
2025-03-20,17.7,Cape May,New Jersey,Miami Vue
2025-03-20,4.32,Bangor,Maine,Erbayne Middleton
2025-03-20,108.33,Bangor,Maine,Erbayne Middleton
2025-03-20,40.55,Bar Harbor,Maine,Erbayne Middleton
2025-03-20,12.32,Bar Harbor,Maine,Erbayne Middleton
2025-03-20,20.36,Bar Harbor,Maine,Erbayne Middleton
2025-03-20,24.0,Kennebunkport,Maine,Erbayne Middleton
2025-03-20,107.06,Kennebunkport,Maine,Erbayne Middleton
2025-03-20,7.85,Lewiston,Maine,Erbayne Middleton
2025-03-20,6.02,Lewiston,Maine,Erbayne Middleton
2025-03-20,4.0,Bar Harbor,Maine,Erbayne Middleton
2025-03-20,61.14,Atlantic City,New Jersey,Miami Vue
2025-03-20,7.0,Atlantic City,New Jersey,Miami Vue
2025-03-20,13.13,Atlantic City,New Jersey,Miami Vue
2025-03-20,12.12,Atlantic City,New Jersey,Miami Vue
2025-03-20,26.52,Atlantic City,New Jersey,Miami Vue
2025-03-20,61.14,Atlantic City,New Jersey,Miami Vue
2025-03-20,40.55,Atlantic City,New Jersey,Miami Vue
2025-03-20,57.12,Atlantic City,New Jersey,Miami Vue
2025-03-20,74.28,Cape May,New Jersey,Miami Vue
2025-03-20,50.96,Orono,Maine,Erbayne Middleton
2025-03-20,253.4,Cape May,New Jersey,Miami Vue
2025-03-21,263.88,Montclair,New Jersey,Miami Vue
2025-03-21,50.96,Montclair,New Jersey,Miami Vue
2025-03-21,75.42,Montclair,New Jersey,Miami Vue
2025-03-21,61.14,Hackensack,New Jersey,Miami Vue
2025-03-21,296.6,East Orange,New Jersey,Miami Vue
2025-03-21,57.7,Hackensack,New Jersey,Miami Vue
2025-03-21,50.96,Hackensack,New Jersey,Miami Vue
2025-03-21,52.4,Montclair,New Jersey,Miami Vue
2025-03-21,8.0,Hackensack,New Jersey,Miami Vue
2025-03-21,24.28,Montclair,New Jersey,Miami Vue
2025-03-21,10.16,Trenton,New Jersey,Miami Vue
2025-03-21,701.88,New Brunswick,New Jersey,Miami Vue
2025-03-21,76.53,New Brunswick,New Jersey,Miami Vue
2025-03-21,126.18,New Brunswick,New Jersey,Miami Vue
2025-03-21,76.86,New Brunswick,New Jersey,Miami Vue
2025-03-21,44.0,New Brunswick,New Jersey,Miami Vue
2025-03-21,57.7,New Brunswick,New Jersey,Miami Vue
2025-03-21,4.32,Newark,New Jersey,Miami Vue
2025-03-21,8.36,Passaic,New Jersey,Miami Vue
2025-03-21,26.52,Trenton,New Jersey,Miami Vue
2025-03-21,76.36,East Orange,New Jersey,Miami Vue
2025-03-21,40.55,Trenton,New Jersey,Miami Vue
2025-03-21,2.4,Montclair,New Jersey,Miami Vue
2025-03-21,13.0,Clifton,New Jersey,Miami Vue
2025-03-21,771.36,East Orange,New Jersey,Miami Vue
2025-03-21,10.16,Bayonne,New Jersey,Miami Vue
2025-03-21,20.36,Clifton,New Jersey,Miami Vue
2025-03-21,16.6,Bangor,Maine,Erbayne Middleton
2025-03-21,71.74,Bangor,Maine,Erbayne Middleton
2025-03-21,303.52,Bangor,Maine,Erbayne Middleton
2025-03-21,343.97,Lewiston,Maine,Erbayne Middleton
2025-03-21,52.96,Lewiston,Maine,Erbayne Middleton
2025-03-21,12.0,Lewiston,Maine,Erbayne Middleton
2025-03-21,801.88,Orono,Maine,Erbayne Middleton
2025-03-21,20.36,Orono,Maine,Erbayne Middleton
2025-03-21,209.24,Orono,Maine,Erbayne Middleton
2025-03-21,14.6,Orono,Maine,Erbayne Middleton
2025-03-21,52.96,Lewiston,Maine,Erbayne Middleton
2025-03-21,19.48,Orono,Maine,Erbayne Middleton
2025-03-21,12.12,Bayonne,New Jersey,Miami Vue
2025-03-21,23.44,Orono,Maine,Erbayne Middleton
2025-03-21,9.09,Bayonne,New Jersey,Miami Vue
2025-03-21,76.53,Bayonne,New Jersey,Miami Vue
2025-03-21,7.85,South Portland,Maine,Erbayne Middleton
2025-03-21,9.09,Bayonne,New Jersey,Miami Vue
2025-03-21,12.12,South Portland,Maine,Erbayne Middleton
2025-03-21,837.28,South Portland,Maine,Erbayne Middleton
2025-03-21,336.48,South Portland,Maine,Erbayne Middleton
2025-03-21,20.36,Orono,Maine,Erbayne Middleton
2025-03-22,12.3,Hoboken,New Jersey,Miami Vue
2025-03-22,17.7,Hoboken,New Jersey,Miami Vue
2025-03-22,61.14,Hoboken,New Jersey,Miami Vue
2025-03-22,165.5,Vineland,New Jersey,Miami Vue
2025-03-22,74.28,Hoboken,New Jersey,Miami Vue
2025-03-22,355.92,Hoboken,New Jersey,Miami Vue
2025-03-22,113.82,Hackensack,New Jersey,Miami Vue
2025-03-22,48.0,Hackensack,New Jersey,Miami Vue
2025-03-22,326.28,Hackensack,New Jersey,Miami Vue
2025-03-22,69.9,Hackensack,New Jersey,Miami Vue
2025-03-22,9.45,Clifton,New Jersey,Miami Vue
2025-03-22,25.0,Montclair,New Jersey,Miami Vue
2025-03-22,57.12,Hackensack,New Jersey,Miami Vue
2025-03-22,20.36,Montclair,New Jersey,Miami Vue
2025-03-22,20.36,Trenton,New Jersey,Miami Vue
2025-03-22,33.13,Newark,New Jersey,Miami Vue
2025-03-22,108.33,Newark,New Jersey,Miami Vue
2025-03-22,40.55,Newark,New Jersey,Miami Vue
2025-03-22,18.0,Newark,New Jersey,Miami Vue
2025-03-22,9.95,Newark,New Jersey,Miami Vue
2025-03-22,20.36,Newark,New Jersey,Miami Vue
2025-03-22,17.7,Newark,New Jersey,Miami Vue
2025-03-22,801.88,Trenton,New Jersey,Miami Vue
2025-03-22,144.0,Trenton,New Jersey,Miami Vue
2025-03-22,50.96,Trenton,New Jersey,Miami Vue
2025-03-22,1250.96,Vineland,New Jersey,Miami Vue
2025-03-22,20.36,Vineland,New Jersey,Miami Vue
2025-03-22,219.3,Clifton,New Jersey,Miami Vue
2025-03-22,603.5,Newark,New Jersey,Miami Vue
2025-03-22,12.32,Clifton,New Jersey,Miami Vue
2025-03-22,107.06,Atlantic City,New Jersey,Miami Vue
2025-03-22,6.02,Clifton,New Jersey,Miami Vue
2025-03-22,12.88,Clifton,New Jersey,Miami Vue
2025-03-22,4.32,Bangor,Maine,Erbayne Middleton
2025-03-22,12.4,Bangor,Maine,Erbayne Middleton
2025-03-22,24.33,Bangor,Maine,Erbayne Middleton
2025-03-22,40.55,Bangor,Maine,Erbayne Middleton
2025-03-22,254.9,Bangor,Maine,Erbayne Middleton
2025-03-22,155.0,Kennebunkport,Maine,Erbayne Middleton
2025-03-22,8.45,Kennebunkport,Maine,Erbayne Middleton
2025-03-22,2.4,Kennebunkport,Maine,Erbayne Middleton
2025-03-22,2.88,Kennebunkport,Maine,Erbayne Middleton
2025-03-22,30.16,Kennebunkport,Maine,Erbayne Middleton
2025-03-22,207.85,Kennebunkport,Maine,Erbayne Middleton
2025-03-22,25.0,Lewiston,Maine,Erbayne Middleton
2025-03-22,13.13,Kennebunkport,Maine,Erbayne Middleton
2025-03-22,6.0,Lewiston,Maine,Erbayne Middleton
2025-03-22,12.15,Lewiston,Maine,Erbayne Middleton
2025-03-22,40.55,Cape May,New Jersey,Miami Vue
2025-03-22,14.6,Cape May,New Jersey,Miami Vue
2025-03-22,112.0,Cape May,New Jersey,Miami Vue
2025-03-22,19.36,Cape May,New Jersey,Miami Vue
2025-03-22,303.52,Cape May,New Jersey,Miami Vue
2025-03-22,4.24,Cape May,New Jersey,Miami Vue
2025-03-22,19.36,Atlantic City,New Jersey,Miami Vue
2025-03-22,281.43,Atlantic City,New Jersey,Miami Vue
2025-03-22,1292.0,Atlantic City,New Jersey,Miami Vue
2025-03-22,652.9,Atlantic City,New Jersey,Miami Vue
2025-03-22,57.12,South Portland,Maine,Erbayne Middleton
2025-03-22,346.68,South Portland,Maine,Erbayne Middleton
2025-03-23,2.4,Newark,New Jersey,Miami Vue
2025-03-23,852.94,Morristown,New Jersey,Miami Vue
2025-03-23,296.6,Morristown,New Jersey,Miami Vue
2025-03-23,20.36,Morristown,New Jersey,Miami Vue
2025-03-23,7.0,New Brunswick,New Jersey,Miami Vue
2025-03-23,4.0,Hoboken,New Jersey,Miami Vue
2025-03-23,20.36,Newark,New Jersey,Miami Vue
2025-03-23,6.02,Vineland,New Jersey,Miami Vue
2025-03-23,20.36,Newark,New Jersey,Miami Vue
2025-03-23,57.7,Newark,New Jersey,Miami Vue
2025-03-23,6.02,Newark,New Jersey,Miami Vue
2025-03-23,20.36,Newark,New Jersey,Miami Vue
2025-03-23,603.5,Vineland,New Jersey,Miami Vue
2025-03-23,206.16,Vineland,New Jersey,Miami Vue
2025-03-23,223.8,Hoboken,New Jersey,Miami Vue
2025-03-23,26.52,Newark,New Jersey,Miami Vue
2025-03-23,27.61,Hoboken,New Jersey,Miami Vue
2025-03-23,4.32,Hackensack,New Jersey,Miami Vue
2025-03-23,19.48,Bar Harbor,Maine,Erbayne Middleton
2025-03-23,187.25,Bar Harbor,Maine,Erbayne Middleton
2025-03-23,7.85,Bar Harbor,Maine,Erbayne Middleton
2025-03-23,237.28,South Portland,Maine,Erbayne Middleton
2025-03-23,52.96,South Portland,Maine,Erbayne Middleton
2025-03-23,52.96,South Portland,Maine,Erbayne Middleton
2025-03-23,9.45,South Portland,Maine,Erbayne Middleton
2025-03-23,39.72,Cape May,New Jersey,Miami Vue
2025-03-23,205.8,South Portland,Maine,Erbayne Middleton
2025-03-23,5.0,Cape May,New Jersey,Miami Vue
2025-03-23,52.4,Cape May,New Jersey,Miami Vue
2025-03-23,1250.96,East Orange,New Jersey,Miami Vue
2025-03-23,159.58,East Orange,New Jersey,Miami Vue
2025-03-23,6.02,East Orange,New Jersey,Miami Vue
2025-03-23,1301.88,Hackensack,New Jersey,Miami Vue
2025-03-23,28.92,Hackensack,New Jersey,Miami Vue
2025-03-23,39.72,Cape May,New Jersey,Miami Vue
2025-03-23,7.0,Hackensack,New Jersey,Miami Vue
2025-03-24,10.1,Jersey City,New Jersey,Miami Vue
2025-03-24,107.06,New Brunswick,New Jersey,Miami Vue
2025-03-24,7.85,Morristown,New Jersey,Miami Vue
2025-03-24,12.32,Morristown,New Jersey,Miami Vue
2025-03-24,12.88,Morristown,New Jersey,Miami Vue
2025-03-24,20.36,Jersey City,New Jersey,Miami Vue
2025-03-24,20.36,Clifton,New Jersey,Miami Vue
2025-03-24,19.36,Jersey City,New Jersey,Miami Vue
2025-03-24,12.4,Hoboken,New Jersey,Miami Vue
2025-03-24,165.5,East Orange,New Jersey,Miami Vue
2025-03-24,65.5,East Orange,New Jersey,Miami Vue
2025-03-24,19.36,New Brunswick,New Jersey,Miami Vue
2025-03-24,10.1,Jersey City,New Jersey,Miami Vue
2025-03-24,19.36,New Brunswick,New Jersey,Miami Vue
2025-03-24,20.36,Trenton,New Jersey,Miami Vue
2025-03-24,6.85,Newark,New Jersey,Miami Vue
2025-03-24,7.85,Newark,New Jersey,Miami Vue
2025-03-24,36.15,Newark,New Jersey,Miami Vue
2025-03-24,20.36,Newark,New Jersey,Miami Vue
2025-03-24,7.85,Trenton,New Jersey,Miami Vue
2025-03-24,9.95,Trenton,New Jersey,Miami Vue
2025-03-24,66.0,Trenton,New Jersey,Miami Vue
2025-03-24,26.52,Trenton,New Jersey,Miami Vue
2025-03-24,815.0,Vineland,New Jersey,Miami Vue
2025-03-24,12.4,Vineland,New Jersey,Miami Vue
2025-03-24,28.92,Vineland,New Jersey,Miami Vue
2025-03-24,24.28,Vineland,New Jersey,Miami Vue
2025-03-24,17.7,Vineland,New Jersey,Miami Vue
2025-03-24,15.24,New Brunswick,New Jersey,Miami Vue
2025-03-24,10.16,Clifton,New Jersey,Miami Vue
2025-03-24,47.61,Morristown,New Jersey,Miami Vue
2025-03-24,771.36,Clifton,New Jersey,Miami Vue
2025-03-24,207.85,Clifton,New Jersey,Miami Vue
2025-03-24,5.0,Kennebunkport,Maine,Erbayne Middleton
2025-03-24,237.28,Kennebunkport,Maine,Erbayne Middleton
2025-03-24,272.24,Kennebunkport,Maine,Erbayne Middleton
2025-03-24,27.52,Orono,Maine,Erbayne Middleton
2025-03-24,2.4,Orono,Maine,Erbayne Middleton
2025-03-24,28.92,Orono,Maine,Erbayne Middleton
2025-03-24,111.9,Orono,Maine,Erbayne Middleton
2025-03-24,206.16,Orono,Maine,Erbayne Middleton
2025-03-24,39.72,Orono,Maine,Erbayne Middleton
2025-03-24,39.72,Orono,Maine,Erbayne Middleton
2025-03-24,57.7,Orono,Maine,Erbayne Middleton
2025-03-24,57.12,Orono,Maine,Erbayne Middleton
2025-03-24,20.36,South Portland,Maine,Erbayne Middleton
2025-03-24,27.52,South Portland,Maine,Erbayne Middleton
2025-03-24,52.4,Bar Harbor,Maine,Erbayne Middleton
2025-03-24,26.4,South Portland,Maine,Erbayne Middleton
2025-03-24,24.28,South Portland,Maine,Erbayne Middleton
2025-03-24,36.15,Bayonne,New Jersey,Miami Vue
2025-03-24,36.15,Bayonne,New Jersey,Miami Vue
2025-03-24,7.85,Bayonne,New Jersey,Miami Vue
2025-03-24,19.36,Bayonne,New Jersey,Miami Vue
2025-03-24,19.36,Bayonne,New Jersey,Miami Vue
2025-03-24,32.64,Bayonne,New Jersey,Miami Vue
2025-03-24,2.88,Atlantic City,New Jersey,Miami Vue
2025-03-24,219.3,Atlantic City,New Jersey,Miami Vue
2025-03-24,24.28,Atlantic City,New Jersey,Miami Vue
2025-03-24,355.92,Atlantic City,New Jersey,Miami Vue
2025-03-24,1294.3,Atlantic City,New Jersey,Miami Vue
2025-03-24,1250.96,Bayonne,New Jersey,Miami Vue
2025-03-25,12.4,New Brunswick,New Jersey,Miami Vue
2025-03-25,19.48,Morristown,New Jersey,Miami Vue
2025-03-25,8.0,Morristown,New Jersey,Miami Vue
2025-03-25,12.4,Morristown,New Jersey,Miami Vue
2025-03-25,312.7,Morristown,New Jersey,Miami Vue
2025-03-25,883.48,Montclair,New Jersey,Miami Vue
2025-03-25,122.21,Montclair,New Jersey,Miami Vue
2025-03-25,24.2,Jersey City,New Jersey,Miami Vue
2025-03-25,24.2,Jersey City,New Jersey,Miami Vue
2025-03-25,20.36,Jersey City,New Jersey,Miami Vue
2025-03-25,206.16,New Brunswick,New Jersey,Miami Vue
2025-03-25,57.7,Jersey City,New Jersey,Miami Vue
2025-03-25,189.0,Montclair,New Jersey,Miami Vue
2025-03-25,12.0,New Brunswick,New Jersey,Miami Vue
2025-03-25,12.7,Newark,New Jersey,Miami Vue
2025-03-25,12.12,New Brunswick,New Jersey,Miami Vue
2025-03-25,20.36,New Brunswick,New Jersey,Miami Vue
2025-03-25,9.45,Newark,New Jersey,Miami Vue
2025-03-25,7.85,Newark,New Jersey,Miami Vue
2025-03-25,9.95,Newark,New Jersey,Miami Vue
2025-03-25,622.32,Passaic,New Jersey,Miami Vue
2025-03-25,12.7,Passaic,New Jersey,Miami Vue
2025-03-25,19.36,Passaic,New Jersey,Miami Vue
2025-03-25,63.7,Passaic,New Jersey,Miami Vue
2025-03-25,30.16,Trenton,New Jersey,Miami Vue
2025-03-25,10.16,Trenton,New Jersey,Miami Vue
2025-03-25,44.0,Trenton,New Jersey,Miami Vue
2025-03-25,9.45,Trenton,New Jersey,Miami Vue
2025-03-25,65.5,New Brunswick,New Jersey,Miami Vue
2025-03-25,50.96,Jersey City,New Jersey,Miami Vue
2025-03-25,296.6,Jersey City,New Jersey,Miami Vue
2025-03-25,2.4,Hackensack,New Jersey,Miami Vue
2025-03-25,27.52,Jersey City,New Jersey,Miami Vue
2025-03-25,164.2,Bar Harbor,Maine,Erbayne Middleton
2025-03-25,52.96,Bar Harbor,Maine,Erbayne Middleton
2025-03-25,33.1,Kennebunkport,Maine,Erbayne Middleton
2025-03-25,11.0,Kennebunkport,Maine,Erbayne Middleton
2025-03-25,63.7,Kennebunkport,Maine,Erbayne Middleton
2025-03-25,219.3,Kennebunkport,Maine,Erbayne Middleton
2025-03-25,237.28,Kennebunkport,Maine,Erbayne Middleton
2025-03-25,4.32,Orono,Maine,Erbayne Middleton
2025-03-25,23.44,Orono,Maine,Erbayne Middleton
2025-03-25,375.24,Atlantic City,New Jersey,Miami Vue
2025-03-25,10.16,Atlantic City,New Jersey,Miami Vue
2025-03-25,14.6,Atlantic City,New Jersey,Miami Vue
2025-03-25,48.0,Lewiston,Maine,Erbayne Middleton
2025-03-25,19.48,Atlantic City,New Jersey,Miami Vue
2025-03-25,10.16,Atlantic City,New Jersey,Miami Vue
2025-03-25,144.4,Hackensack,New Jersey,Miami Vue
2025-03-25,107.06,Hackensack,New Jersey,Miami Vue
2025-03-25,17.7,East Orange,New Jersey,Miami Vue
2025-03-25,61.14,East Orange,New Jersey,Miami Vue
2025-03-25,6.02,Clifton,New Jersey,Miami Vue
2025-03-25,12.15,Hackensack,New Jersey,Miami Vue
2025-03-25,9.95,Clifton,New Jersey,Miami Vue
2025-03-25,159.58,Clifton,New Jersey,Miami Vue
2025-03-25,39.72,Clifton,New Jersey,Miami Vue
2025-03-25,6.02,Bayonne,New Jersey,Miami Vue
2025-03-25,12.4,Bayonne,New Jersey,Miami Vue
2025-03-25,14.0,Clifton,New Jersey,Miami Vue
2025-03-26,24.33,Newark,New Jersey,Miami Vue
2025-03-26,10.1,Newark,New Jersey,Miami Vue
2025-03-26,10.1,Newark,New Jersey,Miami Vue
2025-03-26,23.44,Newark,New Jersey,Miami Vue
2025-03-26,171.9,Newark,New Jersey,Miami Vue
2025-03-26,18.0,Morristown,New Jersey,Miami Vue
2025-03-26,12.7,Morristown,New Jersey,Miami Vue
2025-03-26,74.28,Jersey City,New Jersey,Miami Vue
2025-03-26,752.82,Jersey City,New Jersey,Miami Vue
2025-03-26,20.36,Hoboken,New Jersey,Miami Vue
2025-03-26,51.96,Newark,New Jersey,Miami Vue
2025-03-26,10.16,New Brunswick,New Jersey,Miami Vue
2025-03-26,13.13,Passaic,New Jersey,Miami Vue
2025-03-26,24.33,Hoboken,New Jersey,Miami Vue
2025-03-26,32.64,Passaic,New Jersey,Miami Vue
2025-03-26,74.28,Passaic,New Jersey,Miami Vue
2025-03-26,51.96,Passaic,New Jersey,Miami Vue
2025-03-26,51.96,Passaic,New Jersey,Miami Vue
2025-03-26,28.69,Trenton,New Jersey,Miami Vue
2025-03-26,30.62,Trenton,New Jersey,Miami Vue
2025-03-26,6.02,Trenton,New Jersey,Miami Vue
2025-03-26,52.9,Trenton,New Jersey,Miami Vue
2025-03-26,43.3,Trenton,New Jersey,Miami Vue
2025-03-26,19.48,Trenton,New Jersey,Miami Vue
2025-03-26,9.95,Trenton,New Jersey,Miami Vue
2025-03-26,9.09,Trenton,New Jersey,Miami Vue
2025-03-26,32.64,Passaic,New Jersey,Miami Vue
2025-03-26,26.4,Hoboken,New Jersey,Miami Vue
2025-03-26,102.09,Lewiston,Maine,Erbayne Middleton
2025-03-26,68.88,Hoboken,New Jersey,Miami Vue
2025-03-26,77.81,Hoboken,New Jersey,Miami Vue
2025-03-26,2.88,Bangor,Maine,Erbayne Middleton
2025-03-26,263.88,Bangor,Maine,Erbayne Middleton
2025-03-26,74.28,Bangor,Maine,Erbayne Middleton
2025-03-26,209.24,Bar Harbor,Maine,Erbayne Middleton
2025-03-26,76.4,Bar Harbor,Maine,Erbayne Middleton
2025-03-26,6.02,Bar Harbor,Maine,Erbayne Middleton
2025-03-26,209.24,Kennebunkport,Maine,Erbayne Middleton
2025-03-26,44.5,Kennebunkport,Maine,Erbayne Middleton
2025-03-26,801.88,Lewiston,Maine,Erbayne Middleton
2025-03-26,10.16,Lewiston,Maine,Erbayne Middleton
2025-03-26,26.52,Lewiston,Maine,Erbayne Middleton
2025-03-26,27.52,Kennebunkport,Maine,Erbayne Middleton
2025-03-26,603.5,Atlantic City,New Jersey,Miami Vue
2025-03-26,20.36,Hackensack,New Jersey,Miami Vue
2025-03-26,20.36,Orono,Maine,Erbayne Middleton
2025-03-26,326.28,Hackensack,New Jersey,Miami Vue
2025-03-26,379.4,Hackensack,New Jersey,Miami Vue
2025-03-26,6.02,Cape May,New Jersey,Miami Vue
2025-03-26,28.92,Bayonne,New Jersey,Miami Vue
2025-03-26,25.0,Cape May,New Jersey,Miami Vue
2025-03-26,8.0,Atlantic City,New Jersey,Miami Vue
2025-03-26,61.14,Atlantic City,New Jersey,Miami Vue
2025-03-26,6.02,Atlantic City,New Jersey,Miami Vue
2025-03-26,336.48,Atlantic City,New Jersey,Miami Vue
2025-03-26,379.4,Bayonne,New Jersey,Miami Vue
2025-03-27,603.5,Newark,New Jersey,Miami Vue
2025-03-27,57.12,New Brunswick,New Jersey,Miami Vue
2025-03-27,43.3,Newark,New Jersey,Miami Vue
2025-03-27,7.85,New Brunswick,New Jersey,Miami Vue
